"property_id","med_H_NRO_CUARTOS","sum_HA_TOT_PER","med_V_TOT_HOG","med_VA1_ESTRATO","lat","lon"
"6c9d43f2ab1f301ea5212cfe"," 5.0","  56"," 1.0","5.0","4.714080","-74.07100"
"a46b2a1ed23b78cfa1cc02ee"," 5.0"," 533"," 1.0","5.0","4.767645","-74.06476"
"9140e39824f82b2e2a4ac848",NA,NA,NA,NA,"4.616774","-74.13922"
"d4801f56362cf8c335e1e810"," 5.0"," 671"," 1.0","6.0","4.667822","-74.04843"
"026e2466c4403a1bba0c1325"," 5.0"," 445"," 1.0","6.0","4.709000","-74.02700"
"27bd546f888330c83a443463"," 4.0","  96"," 1.0","5.0","4.644947","-74.13860"
"f97e7e13cd9de8b0e719af81"," 5.0","  33"," 1.0","6.0","4.741000","-74.06300"
"b7c0ea030ee5d4401cb0b6cd"," 6.5","  61"," 1.0","3.0","4.747080","-74.04932"
"784ba5581a14b0f2683eda10"," 4.0"," 132"," 1.0","6.0","4.744336","-74.08488"
"4c2915784bd6024a273a6bf1"," 5.0","  57"," 1.0","6.0","4.690632","-74.06248"
"101900545d8e9130d9ca8966",NA,NA,NA,NA,"4.645423","-74.16091"
"8e7f359a8450687ef53fa936",NA,NA,NA,NA,"4.609472","-74.12931"
"dfb5c81cfffc972fa3907be5"," 5.0","  51"," 1.0","4.0","4.717000","-74.03600"
"435f40a63c9d98b11a08abb0",NA,NA,NA,NA,"4.646000","-74.10400"
"73b40b69bce462fd15d8e337",NA,NA,NA,NA,"4.586338","-74.08134"
"2d748dc0483a7ed55d2d7721"," 4.0"," 207"," 1.0","5.0","4.585000","-74.09100"
"741f01be753e1503e4991f44"," 5.0","  48"," 1.0","5.0","4.723028","-74.04050"
"085464d788a01d851bda9485"," 6.0"," 271"," 1.0","5.0","4.760723","-74.03974"
"3fad1a16f2da521fae184fc0"," 4.0","  32"," 1.0","5.0","4.681000","-74.03400"
"3ea8c4b1980737009152cf04"," 3.0","  70"," 1.0","6.0","4.693000","-74.03700"
"2b868315beb857a9a95ae8d4"," 4.0"," 122"," 1.0","3.0","4.683000","-74.05400"
"1d9c27c196c84cf5d75f380e",NA,NA,NA,NA,"4.579590","-74.09307"
"8ae586e0bd8ecbc67945a691"," 4.0"," 172"," 1.0","3.0","4.737237","-74.06058"
"14a9623eb4977da73727c696",NA,NA,NA,NA,"4.695869","-74.04629"
"494c083298ac95a196450c42",NA,NA,NA,NA,"4.709756","-74.08170"
"df3839dac1ae75655f26b130"," 4.0"," 103"," 1.0","6.0","4.634920","-74.06396"
"a4821863c162873a2d0c1830"," 3.0"," 340"," 1.0","2.0","4.704419","-74.05796"
"dcbcdf915634e94b11b805b7"," 6.0","  91"," 1.0","5.0","4.671000","-74.04600"
"7c0179d73b5ad6977452652d"," 3.0","  35"," 1.0","6.0","4.717000","-74.03600"
"e2fe1bf2f5eff282fc58bf5e",NA,NA,NA,NA,"4.728695","-74.04912"
"9a1af670d27b16614b1eef40"," 5.0"," 498"," 1.0","5.0","4.690744","-74.05219"
"a26cf6f7792ca45f1632613a"," 4.0","  44"," 1.0","5.0","4.707194","-74.06900"
"ec16d1f94d9de72c830a4134"," 5.0"," 768"," 1.0","5.0","4.689254","-74.04696"
"63f327adc64c944a7ad94f63"," 4.0"," 649"," 1.0","5.0","4.756824","-74.05111"
"279ebf557d7fdca3483fbcaf"," 4.0","  37"," 1.0","4.0","4.708713","-74.04952"
"fb80ab4b2def047fa8932a83"," 5.0","  33"," 1.0","6.0","4.645000","-74.06800"
"2a89886f06ca0e56681d2c14"," 4.0"," 275"," 1.0","3.0","4.745000","-74.06600"
"2284c84df22f660bf13fe740"," 3.0"," 257"," 1.0","5.0","4.690000","-74.07200"
"fb6c0ea5a72d77b2ad4d1b2c"," 5.0"," 199"," 1.0","6.0","4.647945","-74.15211"
"c7536c3bcccd6af90fb4d50b",NA,NA,NA,NA,"4.688000","-74.04900"
"9081644604f492a8346ae0b0"," 4.0"," 254"," 1.0","4.0","4.698347","-74.04449"
"960772b29d07ebad6b2d6472",NA,NA,NA,NA,"4.664464","-74.11225"
"38b8f979ea16772ba77d7ec1",NA,NA,NA,NA,"4.692000","-74.04700"
"efa4aa8714f1d9c556726547",NA,NA,NA,NA,"4.687300","-74.04946"
"977322ea2c037390d0a97a35"," 4.0"," 133"," 1.0","5.0","4.690000","-74.03600"
"bc6449780b3ddfb055d7c0c2"," 6.0","   8"," 1.0","2.0","4.648000","-74.05700"
"a2ebfd23cdc528e6753dfcb3"," 4.0"," 254"," 1.0","4.0","4.651684","-74.05006"
"84552ec2d632286fe088d392"," 2.5","  25"," 1.0","5.0","4.692061","-74.11227"
"6ee7d310b802d600135a72d3",NA,NA,NA,NA,"4.637542","-74.12502"
"6c27a11338ced0f6811d4fa4"," 4.0","  37"," 1.0","4.0","4.703000","-74.03800"
"c611a60f259bed36fba97c0a",NA,NA,NA,NA,"4.721000","-74.03900"
"58aed682f128c06d14a5b242"," 5.0"," 293"," 1.0","5.0","4.652691","-74.06911"
"501ced857325bf36655454da",NA,NA,NA,NA,"4.671945","-74.04677"
"d00a752106788915361f2cde"," 4.0"," 440"," 1.0","4.0","4.696379","-74.05424"
"e4e1be70a1cf58e909558baf",NA,NA,NA,NA,"4.641000","-74.05800"
"42c3128ac8349e87c2e5ece1"," 4.0"," 132"," 1.0","4.0","4.632217","-74.09452"
"1dd11d2dfe8f76ce66aff6f3",NA,NA,NA,NA,"4.645000","-74.06200"
"cbf2c3b12680bfedc9bcfafd",NA,NA,NA,NA,"4.746600","-74.05324"
"765308f3204dfda8221a8126",NA,NA,NA,NA,"4.711000","-74.05000"
"a3175807d7460bfbd893feeb"," 5.0"," 125"," 1.0","5.0","4.687353","-74.03672"
"2eb4cfd7a0a4430e85861384",NA,NA,NA,NA,"4.589756","-74.11435"
"da70b0825ab9d78cb6c08fd4",NA,NA,NA,NA,"4.679000","-74.04500"
"7189240f477c606bdeb0af86"," 5.0"," 657"," 1.0","5.0","4.725000","-74.02600"
"2243747dd1b4225ebe4d9496"," 4.0","  84"," 1.0","5.0","4.659000","-74.05200"
"64b9629c01a3ce8584b4f1fc"," 5.0"," 159"," 1.0","6.0","4.736660","-74.06618"
"aa7ab6216eb318f7520d9596"," 5.0"," 142"," 1.0","6.0","4.745064","-74.09031"
"fb03eff43e12c66d70ad2969",NA,NA,NA,NA,"4.639334","-74.07751"
"1dd366079da07075594dbc96",NA,NA,NA,NA,"4.701850","-74.04391"
"49337374b214b8063d362b1d"," 5.0"," 657"," 1.0","5.0","4.641000","-74.06200"
"bc3994138c4278e49e41525f"," 6.0","  19"," 1.0","6.0","4.685000","-74.05500"
"a7ecb0f9c83835284c0f47b8",NA,NA,NA,NA,"4.735000","-74.08000"
"95b44d1a9f6401bb2ae8fa22"," 6.0"," 235"," 1.0","6.0","4.694000","-74.08500"
"bb98261eefbb28ddf39e1058"," 4.0","  61"," 1.0","3.0","4.689943","-74.04429"
"6eb963f31c451ee33372f94d"," 4.0","  71"," 1.0","4.0","4.742985","-74.06051"
"6809201a26f925733ab23926"," 5.0","  90"," 1.0","4.0","4.723553","-74.03994"
"0b525bb6d6558af0857daceb",NA,NA,NA,NA,"4.719339","-74.04550"
"1beda6bc82a05058993ca1fd"," 5.0","  77"," 1.0","4.0","4.704000","-74.03000"
"8a40f10f7a5cab8ce312258e",NA,NA,NA,NA,"4.657858","-74.04743"
"ffa7a8ec09eccde5c11f7f10",NA,NA,NA,NA,"4.661000","-74.05300"
"33c02ed04fe9c05e4cf85480"," 5.5","   8"," 1.0","5.0","4.704328","-74.06483"
"46decf0158f6883488b97343"," 6.0","  19"," 1.0","6.0","4.755994","-74.03889"
"e9feb54a837076e08dd4cbd3"," 4.0"," 820"," 1.0","4.0","4.580000","-74.07500"
"10068956444fdee43b58c93c",NA,NA,NA,NA,"4.614000","-74.13400"
"96657b8425d2fc7eb30730f1",NA,NA,NA,NA,"4.665898","-74.04477"
"89e1ee8c8d1ddaefd92f7362"," 3.0"," 257"," 1.0","5.0","4.658000","-74.04500"
"1a7ae65bc5e513f7c42ab06d"," 4.0"," 129"," 1.0","3.0","4.613000","-74.11100"
"c6ecb2e3e820d669905185fd"," 5.0"," 388"," 1.0","5.0","4.714000","-74.03500"
"6743242abfc9628efd318874",NA,NA,NA,NA,"4.693000","-74.03000"
"0d9c797f002a0bd1e5e42337"," 4.0","  24"," 1.0","5.0","4.703000","-74.03300"
"c55e7b1e7c52358c266f9749"," 5.0","  33"," 1.0","6.0","4.724000","-74.03200"
"78bdec422756652db0c17a11"," 6.0","  53"," 1.0","5.0","4.596847","-74.10480"
"d38d32b0bb6b74af14724778"," 4.0"," 348"," 1.0","4.0","4.709129","-74.12843"
"f0c4551ef8d00bec2e3e585b",NA,NA,NA,NA,"4.609435","-74.13440"
"6ec7f11ed3f9d18ffb248736"," 6.0"," 209"," 1.0","6.0","4.675000","-74.05200"
"0d55ae52155c013b7b36181c"," 5.0","  33"," 1.0","6.0","4.692098","-74.05312"
"f762db7b653456659d2ec9a6",NA,NA,NA,NA,"4.645696","-74.15443"
"5e21666ad33fedbbd37e0c10",NA,NA,NA,NA,"4.704000","-74.04800"
"b740b2c929ac19c5f209f068",NA,NA,NA,NA,"4.737445","-74.06002"
"eec5e9bd3a0b020e12839a10",NA,NA,NA,NA,"4.676000","-74.04700"
"0d23e4c2f2d664c54628d44c"," 5.0","  91"," 1.0","4.0","4.652000","-74.05300"
"5862d65774dbecaff06102be"," 4.0","  12"," 1.0","2.0","4.732221","-74.04265"
"770cb56dc390567b5479781a",NA,NA,NA,NA,"4.694795","-74.04593"
"8d0273d842496d70f30a8ddf",NA,NA,NA,NA,"4.743000","-74.05700"
"145220ec0b0ed93af287b208"," 4.0","  80"," 1.0","4.0","4.600000","-74.14600"
"6f40b115fff7acd0f91c7507"," 4.0"," 579"," 1.0","4.0","4.702000","-74.04600"
"667fbd281e5f4e652041edc3"," 4.0"," 199"," 1.0","5.0","4.661403","-74.04874"
"f2742b7fb4098b2b949a9543"," 3.0"," 103"," 1.0","4.0","4.693985","-74.02509"
"c57ef27b5692fe27e3b5ecfb",NA,NA,NA,NA,"4.689000","-74.04600"
"bd26e59088f648ba1d616ce1",NA,NA,NA,NA,"4.751000","-74.06900"
"1a154fe81e6d62d8010aa7b7"," 5.0","  57"," 1.0","6.0","4.673000","-74.05500"
"a2f615611f1b965797e59de8"," 5.0"," 293"," 1.0","5.0","4.697262","-74.05176"
"e152072d82e4ef77dfe87db2"," 4.0"," 784"," 1.0","4.0","4.710000","-74.07800"
"857c4d1bb0e6dd2e19b4f803"," 4.0","  12"," 1.0","2.0","4.615000","-74.11100"
"47a6dbbeb1f5cfb983d736a5"," 4.0","  67"," 1.0","4.0","4.643595","-74.12629"
"ba5426facf2dc07ddaab9759"," 4.0"," 144"," 1.0","2.0","4.723000","-74.04900"
"e7d8fc15f234aaa3e94a296b"," 5.0"," 293"," 1.0","5.0","4.671000","-74.04600"
"593d2c201fe83e699dcd43ff"," 5.0"," 768"," 1.0","5.0","4.715000","-74.04800"
"8a31c33f80059870ac3e7bf4"," 5.0"," 378"," 1.0","6.0","4.701079","-74.03227"
"e485617848978403c40c2545"," 4.0"," 649"," 1.0","5.0","4.644000","-74.05600"
"783492177a858d187cbfd916",NA,NA,NA,NA,"4.729000","-74.04400"
"5f486f714953e8b717d7cedd"," 4.0","1144"," 1.0","3.0","4.659448","-74.04782"
"9378c6fa2217e4b46b32f871"," 4.5","  94"," 1.0","5.0","4.717989","-74.07909"
"5396b1f765325efb2e5e2136"," 4.0"," 405"," 1.0","4.0","4.680000","-74.04200"
"402add74ed0763dfa0fdb5d3"," 4.0","  67"," 1.0","4.0","4.710533","-74.04808"
"77f2d9cce5ac5bede134a5fa"," 5.0"," 125"," 1.0","5.0","4.715364","-74.04994"
"42b77e728ed645074c7679ad"," 4.0","  69"," 1.0","4.0","4.696000","-74.05500"
"aad8b926ff7f5738c83bbfcc",NA,NA,NA,NA,"4.645575","-74.06522"
"d64fdfea47034b008cdebd41"," 3.0"," 130"," 1.0","1.0","4.672000","-74.05900"
"d20d8307e9e371a581e8900a",NA,NA,NA,NA,"4.667000","-74.04900"
"5f9d7f4cccbf04cb48dbeb7d"," 4.0"," 121"," 1.0","5.0","4.706194","-74.04378"
"4042f625d80e7ffbbbeeece3",NA,NA,NA,NA,"4.593746","-74.07664"
"2a80ebd304e9c0282e6546f2"," 4.0"," 410"," 1.0","5.0","4.670422","-74.13324"
"0386ef4e25668401fd7819f8"," 5.0"," 293"," 1.0","5.0","4.700120","-74.02793"
"53d76c7443b8d915eb1d85c9"," 4.0","  40"," 1.0","6.0","4.717000","-74.03600"
"278a5bf5e85a3a407614da6a"," 4.0","  68"," 1.0","4.0","4.697519","-74.03756"
"25eede8b75ebc1de90f0cdf3"," 2.0"," 101"," 1.0","6.0","4.716000","-74.03400"
"f8ddc90916545513c0dc48ca",NA,NA,NA,NA,"4.653956","-74.10926"
"a86d8146bc11c74a508a2331"," 4.0","2026"," 1.0","4.0","4.681999","-74.05549"
"247bba86b1962f4948fdd011",NA,NA,NA,NA,"4.729000","-74.07500"
"88e47580ab3070e9c5e0e8e8",NA,NA,NA,NA,"4.683000","-74.09800"
"2beb7bb8b150c71a943cab44"," 1.0","  19"," 1.0","6.0","4.649000","-74.05700"
"7c8aff77782660e41ba707b3",NA,NA,NA,NA,"4.692311","-74.11314"
"8ffe6be77707aefa4ae8c804",NA,NA,NA,NA,"4.707760","-74.04253"
"35c820378e95fbfdbc2f78d8",NA,NA,NA,NA,"4.743244","-74.08228"
"bbeaf75284ce43cf4325ec15",NA,NA,NA,NA,"4.743336","-74.05992"
"8e9487c066c6e285450aee05"," 4.0"," 330"," 1.0","5.0","4.619000","-74.15900"
"33ef0fd7f0559bedbfed29ad",NA,NA,NA,NA,"4.635000","-74.14200"
"93bfefeb5942d4660d8c529b",NA,NA,NA,NA,"4.680000","-74.05200"
"178420f59880d374a0b6c6c1"," 4.0"," 110"," 1.0","4.0","4.692479","-74.05502"
"0f15e22bfaff09df8b20ffae",NA,NA,NA,NA,"4.732000","-74.06100"
"37fe86728f6fe20b4fb96c1e",NA,NA,NA,NA,"4.685669","-74.05280"
"9c0f481b2d18fa4b9948c1ce",NA,NA,NA,NA,"4.707000","-74.07600"
"f243c83b2c76dd947f6dd405"," 3.0"," 705"," 1.0","4.0","4.664000","-74.04900"
"2bb94ded4ce8656c8c3c718c",NA,NA,NA,NA,"4.651336","-74.05153"
"32ef22297a8f80797eca90b2",NA,NA,NA,NA,"4.647668","-74.05825"
"27016722908cfbf3223500f9"," 4.0"," 315"," 1.0","4.0","4.722342","-74.04747"
"dd0570059c016ba708253bce"," 3.0"," 298"," 1.0","5.0","4.764000","-74.05500"
"295899f8d52ef0b86877a5a8",NA,NA,NA,NA,"4.660000","-74.04900"
"64403848e9a18f07746bc15d",NA,NA,NA,NA,"4.686895","-74.09005"
"35de5154913b82230e8db924"," 4.0"," 108"," 1.0","4.0","4.672964","-74.10415"
"128418766d552b7013d40841"," 3.0"," 213"," 1.0","5.0","4.756106","-74.03699"
"93b8db528f915e77d87b928a"," 5.0","  54"," 1.0","4.0","4.715206","-74.14205"
"cc8207f5724869a877840be3"," 4.0"," 136"," 1.0","3.0","4.656000","-74.04900"
"95f1aa82f0e87162026d5559",NA,NA,NA,NA,"4.703992","-74.04636"
"9c48e450b801f2b01ea7686c"," 4.0","  89"," 1.0","4.0","4.720000","-74.12500"
"718e6e689e625117dd9b83ea"," 5.0","  76"," 1.0","6.0","4.646000","-74.06500"
"05f4d7eeaed1e5eb7e08c2cc",NA,NA,NA,NA,"4.723417","-74.03184"
"b278626870344c08af5743a1"," 4.0"," 659"," 1.0","5.0","4.644996","-74.12701"
"9b1fb65b7ed2c05c8efe43ac"," 4.0"," 461"," 1.0","5.0","4.681000","-74.05100"
"896da1e464657cc6fc424299"," 4.0","  96"," 1.0","4.0","4.681979","-74.07437"
"b9ad8fe83763b73c785a1163"," 6.0"," 191"," 1.0","6.0","4.716839","-74.07080"
"d10a907aee8d3fcbea5da471"," 5.0","  88"," 1.0","5.0","4.745915","-74.05862"
"3f174ad0ac176ff869556bec"," 6.0"," 224"," 1.0","5.0","4.701000","-74.05000"
"90961f3655e488259159a79c"," 4.0"," 941"," 1.0","3.0","4.700000","-74.09600"
"08364347cc147b6bb9f22e02",NA,NA,NA,NA,"4.638211","-74.06024"
"e266007df20221dff2b9a623",NA,NA,NA,NA,"4.715506","-74.05324"
"cd5c47b48601cfc48324f004",NA,NA,NA,NA,"4.725321","-74.04077"
"eba6478ced25b125eeac14e3"," 4.5","  35"," 1.0","5.0","4.718419","-74.07530"
"c0eba0a610783f31aa24b2bc"," 5.0","  76"," 1.0","6.0","4.720000","-74.05000"
"7dcc70f8d705e722b028cb0f"," 5.0"," 221"," 1.0","6.0","4.671000","-74.05497"
"ff2083029dbeec93b5dd170e",NA,NA,NA,NA,"4.599976","-74.12712"
"8e4d1e13e8fde47a22102a94"," 4.0","  86"," 1.0","3.0","4.642000","-74.07900"
"42da77471bd1dd0da793bfdf"," 4.0"," 108"," 1.0","3.0","4.730235","-74.03439"
"1628b3746933dc1b24856f7e"," 5.0","  75"," 1.0","5.0","4.697000","-74.03300"
"b596a2fbe06795a48ce66dc2"," 5.0"," 282"," 1.0","5.0","4.726846","-74.02790"
"adb4b994abd567b8d8c3cb58",NA,NA,NA,NA,"4.670724","-74.04231"
"09cd3733e6dd0549321c8cf9"," 4.0","  91"," 1.0","4.0","4.653000","-74.06300"
"eec99915322bfba09aaaf7d2"," 4.0","2026"," 1.0","4.0","4.601691","-74.10433"
"a2644d5f7bcd1bdcdfe34d49"," 4.0"," 407"," 1.0","5.0","4.713000","-74.12000"
"f7ccfc5cf256a6f2fbffd04f"," 5.0"," 295"," 1.0","5.0","4.721358","-74.02699"
"70bfce5c50a0d84f585c00f0",NA,NA,NA,NA,"4.686892","-74.03414"
"2c800e146d0d2816270f967f",NA,NA,NA,NA,"4.700000","-74.03400"
"96ec08c620c094b1b1e62cc6"," 6.0","  91"," 1.0","5.0","4.750111","-74.09545"
"c8ed88f46523a076b6bda8ac",NA,NA,NA,NA,"4.669000","-74.05000"
"57612c5fa686a84a778fbeda"," 3.0"," 266"," 1.0","2.0","4.711696","-74.04865"
"23c83e705c0754835f8868ba"," 5.0"," 302"," 1.0","5.0","4.657079","-74.05191"
"2a0c43b45c22e7e999c6dd82"," 7.0"," 290"," 1.0","6.0","4.685490","-74.04902"
"fcc029642d79a28ddb9213e6",NA,NA,NA,NA,"4.688540","-74.03365"
"dd50b25a0013a41e1ca44c22"," 4.0","  96"," 1.0","3.0","4.663000","-74.04500"
"6f80ac4db210ea72485316a2"," 4.0"," 323"," 1.0","5.0","4.685000","-74.05600"
"9256c9705b65574aa548c1a7"," 2.0","  58"," 1.0","3.0","4.701000","-74.06900"
"c18f44df3ab5b9ee67f6cf00"," 4.5"," 109"," 1.0","3.0","4.706916","-74.02989"
"942fd86d53b3beb9a9e4a955"," 7.0"," 538"," 1.0","6.0","4.699000","-74.04700"
"9e95398c4cfb9a8d0cab5798",NA,NA,NA,NA,"4.700797","-74.05432"
"5b2b57beb981a8b9ba794928",NA,NA,NA,NA,"4.676717","-74.04738"
"b2c711fe5149eb2dda7a847c",NA,NA,NA,NA,"4.662704","-74.08163"
"65b16c1b1b424c36a694d674"," 5.0","  15"," 1.0","5.0","4.682000","-74.05100"
"3a7a8672c851497aa667338e"," 4.0"," 653"," 1.0","4.0","4.668000","-74.10700"
"6a906a74aa7a88f59639ab87",NA,NA,NA,NA,"4.753586","-74.06596"
"251fb8d7d3f96005a33034dc"," 5.0","  42"," 1.0","5.0","4.634251","-74.13943"
"518adc2201ec303fdf24361d"," 5.0"," 125"," 1.0","5.0","4.710000","-74.05100"
"4a4d415fb7baf445232673e3",NA,NA,NA,NA,"4.723927","-74.04188"
"4c1c1abdb44523a9bd41ae54"," 4.0"," 210"," 1.0","3.0","4.741378","-74.05996"
"f5ca48d0749e993ce978e5d4",NA,NA,NA,NA,"4.604000","-74.09800"
"7e43c8271876a2acfaa774a9",NA,NA,NA,NA,"4.720000","-74.03000"
"9eb6d5d47e28d8533254683a"," 3.0","  72"," 1.0","2.0","4.706000","-74.04200"
"0dbf0660335becdfe4b62f88"," 4.0"," 847"," 1.0","6.0","4.697000","-74.03700"
"3d4d2eab63aac60e824daa1a"," 7.0"," 244"," 1.0","6.0","4.691000","-74.06000"
"872e71d6f0e20c9c0221ddd9",NA,NA,NA,NA,"4.705086","-74.04244"
"6d3b471bee5ffed27461f067",NA,NA,NA,NA,"4.698529","-74.08563"
"a83161583e44a0937fc84463",NA,NA,NA,NA,"4.714504","-74.04781"
"c434c10a6995262b538b2063"," 5.0"," 133"," 1.0","6.0","4.680000","-74.04200"
"c136ffa0c4fbc60ee7208d66"," 4.0"," 784"," 1.0","4.0","4.701530","-74.07730"
"57cebf4ce21dce7261561d30"," 4.0"," 649"," 1.0","5.0","4.599988","-74.08573"
"25ef9eece1d3934dd9e5afa7"," 5.0"," 125"," 1.0","5.0","4.698647","-74.02856"
"0a54f1de94460f8186c3b3ec"," 5.0"," 282"," 1.0","5.0","4.718414","-74.07465"
"683db1346867073395624c32",NA,NA,NA,NA,"4.681328","-74.11209"
"20155927b6feb88173376737"," 4.0"," 310"," 1.0","3.0","4.612590","-74.11466"
"f9a3cdb1e3bfe9e98af668b6",NA,NA,NA,NA,"4.698376","-74.03134"
"0fc82570aa2e156ce744cf99",NA,NA,NA,NA,"4.656000","-74.04900"
"640d8c289f2fdcfe10c9bb31"," 5.0","  85"," 1.0","4.0","4.677000","-74.04200"
"fc32e2286f2823274022d949"," 1.5","  11"," 1.0","3.0","4.668217","-74.04665"
"ef62d145751de69354cf3fa3"," 4.0"," 138"," 1.0","5.0","4.665000","-74.04600"
"5f282853c78ee336216ef27b"," 5.0","  95"," 1.0","6.0","4.687118","-74.03684"
"2e8fb3e402fbcb6d30d3f508"," 4.0"," 376"," 1.0","4.0","4.688310","-74.11230"
"34b6d05221453b36c4dc65bc"," 4.0"," 819"," 1.0","4.0","4.635000","-74.06200"
"7ed105a31220360f75b562a1"," 4.0","  61"," 1.0","3.0","4.663125","-74.12216"
"6a80cb7924ae438009733479",NA,NA,NA,NA,"4.658000","-74.04900"
"a80edb254936e0134d3a07c4"," 4.0","1005"," 1.0","6.0","4.720000","-74.07900"
"8ee32c091f4b83d7b8400a5e",NA,NA,NA,NA,"4.652785","-74.05647"
"6aa00f4cb57fef4a70225107"," 3.0"," 257"," 1.0","5.0","4.661000","-74.13100"
"2dc8e35aaadcfbdb5a8203d7"," 4.0","1153"," 1.0","3.0","4.681535","-74.05277"
"8c4abf34b2e2a3e601f2b282"," 5.0"," 116"," 1.0","5.0","4.690812","-74.04138"
"3274a5c6cf5c64c2ad9a41c7"," 3.0"," 100"," 1.0","4.0","4.694000","-74.04500"
"4f009dfa0488ac5c5092dadf"," 4.0"," 327"," 1.0","4.0","4.695415","-74.06794"
"3cc89bc4b7e828c868786d60"," 4.0"," 120"," 1.0","5.0","4.650989","-74.05441"
"a1e3ea68bb000e3241d64bd3"," 4.0"," 164"," 1.0","5.0","4.666664","-74.04869"
"2fa77c31d7d1a53d0e336fae",NA,NA,NA,NA,"4.645000","-74.10000"
"b10dfb28e82436ab4b616523"," 4.0","  68"," 1.0","3.0","4.668343","-74.13881"
"9d58653f094956cd3e9e7d08"," 4.0"," 165"," 1.0","3.0","4.760349","-74.02777"
"f7cd8114d9abb657c566ac1f"," 4.0"," 518"," 1.0","4.0","4.634386","-74.08934"
"8e0691c39b46364f305de09c"," 4.0","  48"," 1.0","5.0","4.679000","-74.05300"
"0a9885f354859909803e7972"," 4.0"," 104"," 1.0","4.0","4.644566","-74.06205"
"26f678725fce8cc95c44b756"," 5.0"," 348"," 1.0","5.0","4.708608","-74.08261"
"b09d72a6e6548a18df9ef4d5",NA,NA,NA,NA,"4.673000","-74.05700"
"5495bb33bdea5643396d7ebf"," 4.0","  93"," 1.0","5.0","4.707000","-74.03100"
"2d4c96daaf1bc9a75a481fc0",NA,NA,NA,NA,"4.681402","-74.04263"
"3d2c7bd1cc42b78acab638fd"," 4.0"," 314"," 1.0","3.0","4.721000","-74.05000"
"faf2c7abb4e16afe9d87e890"," 4.0","2026"," 1.0","4.0","4.697784","-74.05116"
"4801bdcf1da3a9ca1d2b8862"," 5.0"," 207"," 1.0","5.0","4.678315","-74.04822"
"03ea4dfe5b40667e43f70c8c"," 3.0"," 131"," 1.0","2.0","4.722000","-74.02900"
"81d94f47fb895b98066c1ecd"," 5.0","  76"," 1.0","6.0","4.667987","-74.10772"
"871100e7dd1241d0ee396306",NA,NA,NA,NA,"4.626056","-74.12382"
"470c3bd72d4c6b64a025ecfa"," 5.0"," 278"," 1.0","6.0","4.675681","-74.05410"
"35f7c475d60622df82c0f870"," 4.0"," 358"," 1.0","5.0","4.695000","-74.06200"
"7264a6f9c5a24eec3b1511a5",NA,NA,NA,NA,"4.690293","-74.06213"
"e64d51288a368cc140b25361",NA,NA,NA,NA,"4.696082","-74.03569"
"dc15cc3e542fc840bc4497e7"," 6.0","  18"," 1.0","6.0","4.641000","-74.06400"
"ecde073129f545d59afb47b5",NA,NA,NA,NA,"4.691000","-74.04500"
"6e76a928632125a76e984cb8"," 5.0","1284"," 1.0","6.0","4.705604","-74.05646"
"8b908b5f432e64391454ed77"," 7.0","  31"," 1.0","6.0","4.696000","-74.03200"
"1fe22b4f8403610f2181fa12",NA,NA,NA,NA,"4.719249","-74.06551"
"e40fdaa4e0e391bda9d01e96"," 5.0"," 388"," 1.0","5.0","4.729307","-74.08671"
"9b1cd186dd645a6c79fa848d"," 4.0"," 198"," 1.0","5.0","4.709000","-74.08200"
"ad5c88b8362f4aa8b42e9d52"," 6.5","  61"," 1.0","3.0","4.722000","-74.03900"
"9f34fe7b06d6601e4490bb4e"," 4.0"," 241"," 1.0","5.0","4.663073","-74.12703"
"8fed7a7a8e7585158c4aa05b"," 4.0","1144"," 1.0","3.0","4.733000","-74.05300"
"c86a24cdf10a4f31836372fe"," 4.0"," 502"," 1.0","4.0","4.703000","-74.03500"
"65a11cea9407f7fe19597703",NA,NA,NA,NA,"4.643627","-74.07240"
"3cc01f315ef97a6b7fe6cdec"," 4.0","  69"," 1.0","4.0","4.660000","-74.04900"
"61ff1bd19306c123d5736ace",NA,NA,NA,NA,"4.690818","-74.03676"
"48d7ce121d3a0deebaa86b32"," 4.0","  89"," 1.0","4.0","4.779796","-74.04952"
"7469522b73ead6d2ed090aa6"," 4.0"," 149"," 1.0","5.0","4.700772","-74.02983"
"a62e34e3c8a23977af96d1e4"," 6.0"," 303"," 1.0","6.0","4.709274","-74.06560"
"212c938570ba2a5e5d833cc5"," 5.0"," 657"," 1.0","5.0","4.702000","-74.11700"
"8618c3bcae6c4aaf8067b09c",NA,NA,NA,NA,"4.678404","-74.07648"
"e36a17a26d4581e5a701df66"," 5.0","  85"," 1.0","4.0","4.769000","-74.03300"
"e187499ef0f36b9037c58a58"," 3.0","  20"," 1.0","3.0","4.738000","-74.04100"
"f6a0a84e67ccba1652c5153f"," 3.0"," 197"," 1.0","4.0","4.664007","-74.11039"
"3c2d68e038d9fc43fd77ad61",NA,NA,NA,NA,"4.706278","-74.04334"
"79ce6c3deb743229328bf8f6"," 6.0"," 530"," 1.0","6.0","4.725376","-74.03557"
"e8b33dfbec01c273b1305254",NA,NA,NA,NA,"4.704635","-74.02588"
"ed167d25068da08c7a6dd3af",NA,NA,NA,NA,"4.696552","-74.08330"
"5a4cf53763ab04956027499d",NA,NA,NA,NA,"4.717339","-74.08106"
